,Unnamed: 0,ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
5631,5631,5631,Komisariat 5632,"aleja Skargi 294
78-665 Świnoujście",17
5632,5632,5632,Komisariat 5633,"pl. Popiełuszki 999
78-786 Zambrów",20
5633,5633,5633,Komisariat 5634,"ulica Bukowa 85
01-229 Ruda Śląska",12
5634,5634,5634,Komisariat 5635,"aleja Grunwaldzka 44
68-520 Kutno",22
5635,5635,5635,Komisariat 5636,"al. Wybickiego 37
92-062 Lublin",22
5636,5636,5636,Komisariat 5637,"al. Szmaragdowa 81
59-943 Świebodzice",21
5637,5637,5637,Komisariat 5638,"al. Dąbrowskiej 58/75
51-907 Wągrowiec",21
5638,5638,5638,Komisariat 5639,"ulica Górna 28
81-022 Świdnik",21
5639,5639,5639,Komisariat 5640,"pl. Głogowa 88
14-223 Łomża",22
5640,5640,5640,Komisariat 5641,"al. Fabryczna 32
05-919 Środa Wielkopolska",14
5641,5641,5641,Komisariat 5642,"ulica Osiedlowa 61/11
80-612 Łowicz",18
5642,5642,5642,Komisariat 5643,"plac Krańcowa 817
61-420 Jaworzno",20
5643,5643,5643,Komisariat 5644,"al. Północna 43/32
54-707 Szczecin",17
5644,5644,5644,Komisariat 5645,"pl. Zielona 14
98-780 Gdańsk",23
5645,5645,5645,Komisariat 5646,"aleja Pułaskiego 891
24-312 Pruszków",22
5646,5646,5646,Komisariat 5647,"al. Widokowa 92/34
16-910 Bielawa",25
5647,5647,5647,Komisariat 5648,"ulica Lwowska 54/82
37-023 Inowrocław",23
5648,5648,5648,Komisariat 5649,"ul. Radosna 50
73-842 Grodzisk Mazowiecki",19
5649,5649,5649,Komisariat 5650,"ul. Plażowa 38/26
82-925 Piotrków Trybunalski",15
5650,5650,5650,Komisariat 5651,"pl. Piaskowa 71/55
51-476 Mysłowice",18
5651,5651,5651,Komisariat 5652,"ulica Jodłowa 65
38-784 Kościerzyna",12
5652,5652,5652,Komisariat 5653,"al. Orzeszkowej 11/06
25-766 Lębork",24
5653,5653,5653,Komisariat 5654,"al. Jaworowa 23
77-908 Tychy",15
5654,5654,5654,Komisariat 5655,"ul. Krucza 58
18-581 Żywiec",11
5655,5655,5655,Komisariat 5656,"al. Rubinowa 89
26-373 Wałbrzych",16
5656,5656,5656,Komisariat 5657,"plac Borówkowa 719
58-371 Sopot",19
5657,5657,5657,Komisariat 5658,"al. Nowowiejska 19/21
60-058 Sopot",22
5658,5658,5658,Komisariat 5659,"al. Sowia 57/94
85-619 Świdnica",20
5659,5659,5659,Komisariat 5660,"aleja Strażacka 93/37
79-285 Rybnik",19
5660,5660,5660,Komisariat 5661,"ul. Zielna 284
26-322 Przemyśl",16
5661,5661,5661,Komisariat 5662,"aleja Sybiraków 27
89-315 Suwałki",22
5662,5662,5662,Komisariat 5663,"al. Jeżynowa 02/32
25-314 Nowa Sól",25
5663,5663,5663,Komisariat 5664,"plac Lazurowa 177
75-119 Radom",21
5664,5664,5664,Komisariat 5665,"ulica Ogrodowa 64
94-580 Knurów",17
5665,5665,5665,Komisariat 5666,"aleja Warszawska 75
61-773 Łowicz",18
5666,5666,5666,Komisariat 5667,"aleja Brzechwy 50
57-043 Wieluń",25
5667,5667,5667,Komisariat 5668,"al. Morelowa 92
29-204 Malbork",17
5668,5668,5668,Komisariat 5669,"al. Morska 05/69
31-309 Łaziska Górne",21
5669,5669,5669,Komisariat 5670,"aleja Poziomkowa 277
19-274 Kościan",25
5670,5670,5670,Komisariat 5671,"ulica Rolnicza 52
40-052 Jastrzębie-Zdrój",31
5671,5671,5671,Komisariat 5672,"pl. Poniatowskiego 15
63-740 Świętochłowice",15
5672,5672,5672,Komisariat 5673,"pl. Długa 319
58-866 Piła",19
5673,5673,5673,Komisariat 5674,"aleja Szmaragdowa 37/22
66-907 Kędzierzyn-Koźle",13
5674,5674,5674,Komisariat 5675,"plac Podmiejska 49
87-977 Puławy",21
5675,5675,5675,Komisariat 5676,"aleja Śląska 582
62-222 Ruda Śląska",12
5676,5676,5676,Komisariat 5677,"ul. Krótka 014
04-600 Tczew",23
5677,5677,5677,Komisariat 5678,"plac Maczka 76
24-089 Lubartów",25
5678,5678,5678,Komisariat 5679,"al. Kamienna 42
29-189 Koszalin",31
5679,5679,5679,Komisariat 5680,"al. Listopada 26
35-919 Polkowice",23
5680,5680,5680,Komisariat 5681,"ul. Działkowa 87/64
42-750 Warszawa",22
5681,5681,5681,Komisariat 5682,"ul. Ściegiennego 02
03-497 Nowa Ruda",24
5682,5682,5682,Komisariat 5683,"aleja Kazimierza Wielkiego 60
27-782 Starachowice",23
5683,5683,5683,Komisariat 5684,"ulica Kreta 17
81-336 Tarnowskie Góry",24
5684,5684,5684,Komisariat 5685,"ul. Słonecznikowa 44/67
85-401 Luboń",21
5685,5685,5685,Komisariat 5686,"ulica Podgórna 12/50
78-194 Goleniów",17
5686,5686,5686,Komisariat 5687,"plac Wierzbowa 92
67-043 Nowy Targ",29
5687,5687,5687,Komisariat 5688,"pl. Cedrowa 56
35-094 Świnoujście",21
5688,5688,5688,Komisariat 5689,"ul. Południowa 49
66-769 Ciechanów",19
5689,5689,5689,Komisariat 5690,"plac Tulipanowa 11
87-988 Nowy Targ",21
5690,5690,5690,Komisariat 5691,"ulica Głogowa 51
46-266 Wodzisław Śląski",22
5691,5691,5691,Komisariat 5692,"aleja Miarki 03
05-784 Knurów",16
5692,5692,5692,Komisariat 5693,"aleja Owocowa 90
73-486 Myszków",19
5693,5693,5693,Komisariat 5694,"al. Wodna 03/29
71-327 Kołobrzeg",18
5694,5694,5694,Komisariat 5695,"aleja Średnia 37/31
39-909 Brzeg",17
5695,5695,5695,Komisariat 5696,"ulica Składowa 52/03
64-199 Olkusz",24
5696,5696,5696,Komisariat 5697,"al. Górska 950
15-772 Sochaczew",17
5697,5697,5697,Komisariat 5698,"aleja Cyprysowa 42
22-478 Oława",20
5698,5698,5698,Komisariat 5699,"aleja Reymonta 485
08-190 Tarnowskie Góry",22
5699,5699,5699,Komisariat 5700,"plac Kazimierza Wielkiego 34/84
09-792 Bochnia",18
5700,5700,5700,Komisariat 5701,"ul. Polna 47/72
27-970 Biała Podlaska",20
5701,5701,5701,Komisariat 5702,"al. Dąbrowskiej 728
31-574 Dzierżoniów",21
5702,5702,5702,Komisariat 5703,"ul. Lelewela 17/53
74-153 Łowicz",22
5703,5703,5703,Komisariat 5704,"ul. Jastrzębia 84/04
79-550 Dębica",19
5704,5704,5704,Komisariat 5705,"al. Konstytucji 3 Maja 94
13-078 Sandomierz",12
5705,5705,5705,Komisariat 5706,"pl. Orla 59
80-329 Turek",13
5706,5706,5706,Komisariat 5707,"aleja Północna 261
40-627 Stalowa Wola",17
5707,5707,5707,Komisariat 5708,"pl. Sawickiej 020
52-573 Świnoujście",20
5708,5708,5708,Komisariat 5709,"ul. Morska 78
81-127 Bydgoszcz",22
5709,5709,5709,Komisariat 5710,"ul. Łąkowa 10/69
63-958 Olsztyn",15
5710,5710,5710,Komisariat 5711,"aleja Bukowa 67/16
27-052 Kętrzyn",18
5711,5711,5711,Komisariat 5712,"pl. Wilcza 50
69-277 Świecie",19
5712,5712,5712,Komisariat 5713,"ul. Wschodnia 38/51
01-728 Żory",20
5713,5713,5713,Komisariat 5714,"ulica Sosnowa 70
61-157 Ełk",17
5714,5714,5714,Komisariat 5715,"plac Bema 00/42
54-123 Jarocin",14
5715,5715,5715,Komisariat 5716,"ulica Wyspiańskiego 17/36
76-169 Suwałki",23
5716,5716,5716,Komisariat 5717,"al. Stycznia 20
06-145 Kielce",13
5717,5717,5717,Komisariat 5718,"ulica Jesionowa 038
55-543 Rzeszów",25
5718,5718,5718,Komisariat 5719,"al. Dojazdowa 08
69-663 Police",26
5719,5719,5719,Komisariat 5720,"pl. Miła 70/95
70-563 Zamość",20
5720,5720,5720,Komisariat 5721,"al. Strzelecka 45/34
28-159 Konin",26
5721,5721,5721,Komisariat 5722,"ul. Stawowa 82/66
76-776 Łomża",20
5722,5722,5722,Komisariat 5723,"pl. Słoneczna 90/13
81-706 Bielsk Podlaski",23
5723,5723,5723,Komisariat 5724,"al. Bydgoska 36/86
70-491 Siedlce",15
5724,5724,5724,Komisariat 5725,"al. Brzozowa 727
32-941 Brodnica",18
5725,5725,5725,Komisariat 5726,"pl. Księżycowa 59
45-997 Nowa Sól",17
5726,5726,5726,Komisariat 5727,"al. Łączna 50/11
35-484 Lubartów",20
5727,5727,5727,Komisariat 5728,"al. Długosza 87
65-510 Gdynia",18
5728,5728,5728,Komisariat 5729,"plac Poniatowskiego 53/25
42-960 Kłodzko",22
5729,5729,5729,Komisariat 5730,"al. Wczasowa 936
18-245 Tarnowskie Góry",13
5730,5730,5730,Komisariat 5731,"ul. Zachodnia 535
64-152 Kłodzko",21
5731,5731,5731,Komisariat 5732,"pl. Rynek 159
88-063 Siemianowice Śląskie",11
5732,5732,5732,Komisariat 5733,"al. Daleka 75
62-010 Przemyśl",24
5733,5733,5733,Komisariat 5734,"aleja Długosza 21
70-314 Chrzanów",22
5734,5734,5734,Komisariat 5735,"ulica Sportowa 031
50-278 Bełchatów",20
5735,5735,5735,Komisariat 5736,"ulica Władysława Jagiełły 978
64-598 Augustów",19
5736,5736,5736,Komisariat 5737,"aleja Glówna 00
90-572 Sieradz",18
5737,5737,5737,Komisariat 5738,"ul. Wypoczynkowa 25
85-325 Sieradz",16
5738,5738,5738,Komisariat 5739,"al. Kaliska 929
62-171 Grodzisk Mazowiecki",25
5739,5739,5739,Komisariat 5740,"al. Szewska 28
24-630 Piła",15
5740,5740,5740,Komisariat 5741,"ulica Cegielniana 51
36-966 Iława",15
5741,5741,5741,Komisariat 5742,"plac Konarskiego 62/00
79-082 Zielona Góra",12
5742,5742,5742,Komisariat 5743,"plac Borówkowa 54
55-225 Nowy Dwór Mazowiecki",19
5743,5743,5743,Komisariat 5744,"al. Makowa 30/04
03-127 Jarosław",19
5744,5744,5744,Komisariat 5745,"ul. Kwiatowa 33
08-529 Ełk",24
5745,5745,5745,Komisariat 5746,"aleja Górna 60/53
20-708 Jelenia Góra",17
5746,5746,5746,Komisariat 5747,"aleja Kołłątaja 29/93
91-181 Chełm",20
5747,5747,5747,Komisariat 5748,"plac Chełmońskiego 894
35-016 Ruda Śląska",19
5748,5748,5748,Komisariat 5749,"al. Wyspiańskiego 73/76
04-788 Legnica",20
5749,5749,5749,Komisariat 5750,"al. Jesionowa 20/03
25-370 Tomaszów Mazowiecki",15
5750,5750,5750,Komisariat 5751,"ul. Ściegiennego 93/64
17-892 Tarnobrzeg",21
5751,5751,5751,Komisariat 5752,"plac Kalinowa 69
42-503 Kościerzyna",18
5752,5752,5752,Komisariat 5753,"aleja Rajska 502
11-664 Świdnik",19
5753,5753,5753,Komisariat 5754,"pl. Pocztowa 390
07-367 Szczecin",18
5754,5754,5754,Komisariat 5755,"al. Kasprowicza 11/21
24-094 Kraśnik",24
5755,5755,5755,Komisariat 5756,"aleja Korczaka 92/53
65-455 Gniezno",19
5756,5756,5756,Komisariat 5757,"ulica Lelewela 94
03-196 Starachowice",23
5757,5757,5757,Komisariat 5758,"al. Sportowa 78/11
14-190 Kraków",15
5758,5758,5758,Komisariat 5759,"al. Poniatowskiego 053
27-772 Rybnik",16
5759,5759,5759,Komisariat 5760,"pl. Okrężna 141
85-798 Chełm",24
5760,5760,5760,Komisariat 5761,"aleja Traugutta 14/16
35-864 Myszków",24
5761,5761,5761,Komisariat 5762,"plac Nowa 932
63-170 Zawiercie",22
5762,5762,5762,Komisariat 5763,"plac Brzoskwiniowa 99
20-491 Ostrołęka",27
5763,5763,5763,Komisariat 5764,"pl. Środkowa 524
31-345 Augustów",21
5764,5764,5764,Komisariat 5765,"aleja Truskawkowa 91/30
11-793 Kraków",21
5765,5765,5765,Komisariat 5766,"pl. Kamienna 45
63-431 Gdańsk",21
5766,5766,5766,Komisariat 5767,"plac Północna 99
08-552 Legnica",21
5767,5767,5767,Komisariat 5768,"al. Orzechowa 73
69-247 Nowa Ruda",23
5768,5768,5768,Komisariat 5769,"pl. Kolejowa 32
32-585 Rumia",15
5769,5769,5769,Komisariat 5770,"pl. Składowa 05/01
07-973 Nowy Targ",15
5770,5770,5770,Komisariat 5771,"ulica Skrajna 788
77-077 Zgorzelec",19
5771,5771,5771,Komisariat 5772,"ulica Młyńska 32
75-258 Siemianowice Śląskie",27
5772,5772,5772,Komisariat 5773,"aleja Władysława Jagiełły 53/82
83-284 Kwidzyn",27
5773,5773,5773,Komisariat 5774,"plac Grunwaldzka 879
12-010 Chrzanów",26
5774,5774,5774,Komisariat 5775,"pl. Partyzantów 812
28-654 Środa Wielkopolska",23
5775,5775,5775,Komisariat 5776,"plac Morelowa 703
46-463 Bolesławiec",18
5776,5776,5776,Komisariat 5777,"al. Nałkowskiej 698
91-817 Żagań",24
5777,5777,5777,Komisariat 5778,"plac Wróblewskiego 89/09
98-810 Włocławek",18
5778,5778,5778,Komisariat 5779,"ul. Lazurowa 61/25
45-576 Grudziądz",19
5779,5779,5779,Komisariat 5780,"aleja Cegielniana 05
53-588 Lubliniec",16
5780,5780,5780,Komisariat 5781,"ulica Nadrzeczna 86
79-681 Płock",15
5781,5781,5781,Komisariat 5782,"plac Długosza 194
71-431 Marki",23
5782,5782,5782,Komisariat 5783,"pl. Żeglarska 49
70-315 Chorzów",26
5783,5783,5783,Komisariat 5784,"ulica Sawickiej 043
28-635 Oświęcim",18
5784,5784,5784,Komisariat 5785,"ulica Strumykowa 88
64-252 Polkowice",23
5785,5785,5785,Komisariat 5786,"ul. Osiedlowa 44/54
13-574 Jelenia Góra",17
5786,5786,5786,Komisariat 5787,"pl. Graniczna 11/42
07-940 Bartoszyce",32
5787,5787,5787,Komisariat 5788,"aleja Kowalska 53/01
76-629 Olsztyn",18
5788,5788,5788,Komisariat 5789,"al. Spacerowa 33
56-081 Słupsk",19
5789,5789,5789,Komisariat 5790,"al. Makuszyńskiego 13/23
75-239 Poznań",21
5790,5790,5790,Komisariat 5791,"ulica Wierzbowa 381
34-368 Tomaszów Mazowiecki",17
5791,5791,5791,Komisariat 5792,"pl. Jastrzębia 161
07-314 Głogów",30
5792,5792,5792,Komisariat 5793,"plac Morelowa 483
58-379 Bielsk Podlaski",27
5793,5793,5793,Komisariat 5794,"ulica Widok 93/38
07-778 Sieradz",16
5794,5794,5794,Komisariat 5795,"ul. Działkowa 522
20-726 Sosnowiec",27
5795,5795,5795,Komisariat 5796,"pl. Sokola 90
07-291 Polkowice",18
5796,5796,5796,Komisariat 5797,"aleja Kochanowskiego 81/48
09-508 Cieszyn",20
5797,5797,5797,Komisariat 5798,"ulica Orla 59/16
61-970 Świętochłowice",19
5798,5798,5798,Komisariat 5799,"ulica Mazurska 70/45
10-758 Kutno",20
5799,5799,5799,Komisariat 5800,"al. Makuszyńskiego 20
68-484 Łomża",23
5800,5800,5800,Komisariat 5801,"al. Jana III Sobieskiego 63/40
17-018 Konin",17
5801,5801,5801,Komisariat 5802,"aleja Słoneczna 02
76-894 Lubartów",18
5802,5802,5802,Komisariat 5803,"al. Miarki 20/49
72-610 Czeladź",21
5803,5803,5803,Komisariat 5804,"pl. Szarych Szeregów 727
59-703 Jastrzębie-Zdrój",15
5804,5804,5804,Komisariat 5805,"ulica Rumiankowa 52
78-885 Ełk",17
5805,5805,5805,Komisariat 5806,"ulica Słowianska 42/20
06-962 Otwock",17
5806,5806,5806,Komisariat 5807,"aleja Cyprysowa 54/35
27-952 Jarocin",15
5807,5807,5807,Komisariat 5808,"ulica Handlowa 06
60-043 Bełchatów",24
5808,5808,5808,Komisariat 5809,"al. Piłsudskiego 35/30
36-715 Otwock",16
5809,5809,5809,Komisariat 5810,"plac Królewska 584
83-584 Jasło",24
5810,5810,5810,Komisariat 5811,"ul. Sybiraków 04/60
23-957 Zduńska Wola",13
5811,5811,5811,Komisariat 5812,"aleja Szpitalna 331
72-131 Głogów",22
5812,5812,5812,Komisariat 5813,"ulica Daleka 59
26-811 Lubliniec",23
5813,5813,5813,Komisariat 5814,"ulica Narcyzowa 10
31-091 Koszalin",14
5814,5814,5814,Komisariat 5815,"ulica Dolna 11
93-100 Kościerzyna",14
5815,5815,5815,Komisariat 5816,"pl. Składowa 640
22-805 Tarnobrzeg",24
5816,5816,5816,Komisariat 5817,"ul. Rycerska 957
86-169 Chorzów",20
5817,5817,5817,Komisariat 5818,"plac Pocztowa 72
45-429 Piekary Śląskie",24
5818,5818,5818,Komisariat 5819,"ul. Wieniawskiego 970
74-905 Pruszcz Gdański",12
5819,5819,5819,Komisariat 5820,"al. Witosa 11
48-484 Lębork",14
5820,5820,5820,Komisariat 5821,"al. Łanowa 47
84-006 Żary",13
5821,5821,5821,Komisariat 5822,"pl. Sarnia 879
35-591 Opole",17
5822,5822,5822,Komisariat 5823,"ulica Spokojna 90
97-867 Bielsk Podlaski",20
5823,5823,5823,Komisariat 5824,"plac Listopada 36/58
46-451 Świdnik",16
5824,5824,5824,Komisariat 5825,"ulica Cyprysowa 80
84-218 Sandomierz",17
5825,5825,5825,Komisariat 5826,"pl. Topolowa 718
69-678 Tarnów",26
5826,5826,5826,Komisariat 5827,"al. Maczka 44/55
71-861 Malbork",23
5827,5827,5827,Komisariat 5828,"plac Radosna 28/25
55-509 Lębork",20
5828,5828,5828,Komisariat 5829,"aleja Cedrowa 28
43-304 Zgierz",22
5829,5829,5829,Komisariat 5830,"plac Kusocińskiego 27/14
59-928 Jastrzębie-Zdrój",10
5830,5830,5830,Komisariat 5831,"ul. Wiązowa 03
82-830 Jawor",17
5831,5831,5831,Komisariat 5832,"plac Koralowa 18
35-388 Tomaszów Mazowiecki",18
5832,5832,5832,Komisariat 5833,"al. Srebrna 99
21-786 Starogard Gdański",26
5833,5833,5833,Komisariat 5834,"pl. Bursztynowa 85
17-826 Augustów",26
5834,5834,5834,Komisariat 5835,"ulica Towarowa 90
81-067 Gorzów Wielkopolski",30
5835,5835,5835,Komisariat 5836,"plac Owocowa 834
47-883 Wołomin",19
5836,5836,5836,Komisariat 5837,"ul. Szczęśliwa 23/36
50-337 Śrem",25
5837,5837,5837,Komisariat 5838,"ul. Witosa 50
53-080 Olsztyn",19
5838,5838,5838,Komisariat 5839,"ulica Promienna 67/22
66-747 Katowice",14
5839,5839,5839,Komisariat 5840,"al. Piękna 62/57
36-747 Kutno",30
5840,5840,5840,Komisariat 5841,"plac Lubelska 286
37-698 Dzierżoniów",15
5841,5841,5841,Komisariat 5842,"ulica Szkolna 164
23-058 Jastrzębie-Zdrój",22
5842,5842,5842,Komisariat 5843,"al. Odrzańska 524
90-416 Piaseczno",18
5843,5843,5843,Komisariat 5844,"al. Wąska 16
56-494 Grodzisk Mazowiecki",14
5844,5844,5844,Komisariat 5845,"aleja Graniczna 52/21
06-738 Bielsk Podlaski",25
5845,5845,5845,Komisariat 5846,"aleja Dąbrowskiego 705
05-182 Zduńska Wola",24
5846,5846,5846,Komisariat 5847,"plac Nowowiejska 89
58-628 Pszczyna",18
5847,5847,5847,Komisariat 5848,"pl. Armii Krajowej 31
91-901 Lubartów",21
5848,5848,5848,Komisariat 5849,"pl. Partyzantów 882
74-434 Tarnów",21
5849,5849,5849,Komisariat 5850,"plac Miodowa 28/49
37-068 Otwock",16
5850,5850,5850,Komisariat 5851,"ulica Źródlana 28/44
94-369 Sandomierz",31
5851,5851,5851,Komisariat 5852,"pl. Sportowa 51
85-712 Dębica",13
5852,5852,5852,Komisariat 5853,"ul. Starowiejska 551
40-197 Czechowice-Dziedzice",20
5853,5853,5853,Komisariat 5854,"pl. Cicha 02
92-300 Wałbrzych",15
5854,5854,5854,Komisariat 5855,"pl. Magnoliowa 191
85-380 Poznań",24
5855,5855,5855,Komisariat 5856,"al. Stolarska 40
37-553 Luboń",17
5856,5856,5856,Komisariat 5857,"ul. Miłosza 75/71
52-874 Grudziądz",20
5857,5857,5857,Komisariat 5858,"al. Kielecka 11
84-045 Lublin",20
5858,5858,5858,Komisariat 5859,"ul. Lwowska 59
32-253 Siedlce",24
5859,5859,5859,Komisariat 5860,"aleja Wiązowa 05/76
23-966 Środa Wielkopolska",18
5860,5860,5860,Komisariat 5861,"aleja Zdrojowa 16/72
58-064 Dzierżoniów",27
5861,5861,5861,Komisariat 5862,"pl. Działkowa 78/12
88-176 Grodzisk Mazowiecki",16
5862,5862,5862,Komisariat 5863,"aleja Kilińskiego 506
03-194 Tychy",24
5863,5863,5863,Komisariat 5864,"aleja Sybiraków 75/43
12-101 Jelenia Góra",32
5864,5864,5864,Komisariat 5865,"aleja Zaciszna 30
14-977 Toruń",18
5865,5865,5865,Komisariat 5866,"ulica Poznańska 89
93-209 Zduńska Wola",19
5866,5866,5866,Komisariat 5867,"ulica Jana III Sobieskiego 462
61-274 Zgierz",20
5867,5867,5867,Komisariat 5868,"aleja Modrzewiowa 839
35-242 Tczew",18
5868,5868,5868,Komisariat 5869,"al. Kowalska 472
79-966 Sandomierz",24
5869,5869,5869,Komisariat 5870,"aleja Grabowa 725
78-238 Tarnowskie Góry",14
5870,5870,5870,Komisariat 5871,"ul. Letniskowa 785
43-049 Oława",21
5871,5871,5871,Komisariat 5872,"al. Sosnowa 37/95
15-929 Żory",20
5872,5872,5872,Komisariat 5873,"aleja Młyńska 48/31
07-816 Krotoszyn",13
5873,5873,5873,Komisariat 5874,"ul. Nadbrzeżna 98/90
75-856 Ząbki",21
5874,5874,5874,Komisariat 5875,"pl. Sienkiewicza 306
42-004 Wieluń",13
5875,5875,5875,Komisariat 5876,"ulica Słowicza 52/99
43-463 Żyrardów",16
5876,5876,5876,Komisariat 5877,"al. Wolności 77/14
84-032 Gliwice",21
5877,5877,5877,Komisariat 5878,"aleja Młynarska 20/59
57-264 Mikołów",18
5878,5878,5878,Komisariat 5879,"ulica Wolności 550
92-437 Września",8
5879,5879,5879,Komisariat 5880,"plac Wojska Polskiego 88
20-276 Grudziądz",12
5880,5880,5880,Komisariat 5881,"plac Wodna 61
26-030 Września",22
5881,5881,5881,Komisariat 5882,"ulica Źródlana 25/50
82-048 Jelenia Góra",24
5882,5882,5882,Komisariat 5883,"ulica Rycerska 16
32-509 Legnica",15
5883,5883,5883,Komisariat 5884,"plac Miła 98
44-528 Białogard",29
5884,5884,5884,Komisariat 5885,"ulica Starowiejska 99/16
20-771 Brzeg",25
5885,5885,5885,Komisariat 5886,"plac Borówkowa 45
70-383 Rumia",21
5886,5886,5886,Komisariat 5887,"pl. Wesoła 053
69-112 Przemyśl",16
5887,5887,5887,Komisariat 5888,"ul. Piłsudskiego 035
55-258 Świętochłowice",19
5888,5888,5888,Komisariat 5889,"ul. Kossaka 74
54-035 Knurów",23
5889,5889,5889,Komisariat 5890,"ul. Piękna 06
90-796 Żagań",28
5890,5890,5890,Komisariat 5891,"plac Kalinowa 13/79
48-884 Oświęcim",22
5891,5891,5891,Komisariat 5892,"al. Jodłowa 30/24
45-062 Kraśnik",17
5892,5892,5892,Komisariat 5893,"pl. Żurawia 90/26
17-565 Koło",13
5893,5893,5893,Komisariat 5894,"ul. Rycerska 90
70-226 Elbląg",19
5894,5894,5894,Komisariat 5895,"plac Bankowa 06/51
95-425 Sochaczew",18
5895,5895,5895,Komisariat 5896,"ulica Lawendowa 615
03-944 Piastów",29
5896,5896,5896,Komisariat 5897,"al. Kruczkowskiego 526
04-630 Gliwice",16
5897,5897,5897,Komisariat 5898,"plac Warszawska 92/42
24-438 Świdnik",23
5898,5898,5898,Komisariat 5899,"pl. Długosza 762
18-777 Olkusz",15
5899,5899,5899,Komisariat 5900,"plac Maczka 375
39-389 Jawor",24
5900,5900,5900,Komisariat 5901,"al. Dąbrowskiej 46
06-977 Białogard",23
5901,5901,5901,Komisariat 5902,"aleja Wiśniowa 28/41
90-142 Ełk",23
5902,5902,5902,Komisariat 5903,"ul. Osiedlowa 680
82-783 Kielce",21
5903,5903,5903,Komisariat 5904,"pl. Sowia 881
34-327 Bochnia",21
5904,5904,5904,Komisariat 5905,"al. Jagodowa 86
70-934 Olsztyn",27
5905,5905,5905,Komisariat 5906,"plac Wojska Polskiego 81/88
56-834 Bielsk Podlaski",19
5906,5906,5906,Komisariat 5907,"ulica Źródlana 94/01
72-436 Goleniów",18
5907,5907,5907,Komisariat 5908,"al. Kolorowa 732
73-406 Tarnów",21
5908,5908,5908,Komisariat 5909,"ul. Matejki 51
26-243 Świdnik",11
5909,5909,5909,Komisariat 5910,"ulica Wałowa 83/42
40-251 Siemianowice Śląskie",20
5910,5910,5910,Komisariat 5911,"ul. Perłowa 65
02-880 Czechowice-Dziedzice",21
5911,5911,5911,Komisariat 5912,"al. Wiślana 108
98-696 Mielec",18
5912,5912,5912,Komisariat 5913,"aleja Żeromskiego 81/91
48-831 Lębork",26
5913,5913,5913,Komisariat 5914,"aleja Gajowa 96
97-864 Jaworzno",20
5914,5914,5914,Komisariat 5915,"plac Urocza 61/47
04-510 Krotoszyn",26
5915,5915,5915,Komisariat 5916,"ul. Górska 55/14
28-976 Łomża",20
5916,5916,5916,Komisariat 5917,"ulica Pomorska 96
55-929 Nowy Dwór Mazowiecki",29
5917,5917,5917,Komisariat 5918,"pl. Stroma 74/66
01-112 Świętochłowice",25
5918,5918,5918,Komisariat 5919,"plac Tulipanowa 96/33
56-892 Lębork",21
5919,5919,5919,Komisariat 5920,"al. Słowicza 834
97-267 Mysłowice",12
5920,5920,5920,Komisariat 5921,"plac Fabryczna 66/61
46-062 Otwock",26
5921,5921,5921,Komisariat 5922,"plac Towarowa 53
64-576 Mińsk Mazowiecki",21
5922,5922,5922,Komisariat 5923,"plac Cicha 55/38
26-249 Sopot",16
5923,5923,5923,Komisariat 5924,"ul. Długa 47
44-677 Piotrków Trybunalski",18
