ID,Nazwa,Adres,Zatrudnieni_funkcjonariusze
5608,Komisariat 5609,"al. Szymanowskiego 31
08-393 Wrocaw",24
5609,Komisariat 5610,"ulica Brzechwy 016
69-862 Sochaczew",25
5610,Komisariat 5611,"plac Stawowa 030
78-165 Bielawa",19
5611,Komisariat 5612,"aleja Majowa 688
63-781 Skawina",22
5612,Komisariat 5613,"aleja Piekarska 76
35-700 Jawor",26
5613,Komisariat 5614,"al. Bema 58/26
52-915 Katowice",16
5614,Komisariat 5615,"aleja Pomorska 70/30
13-405 Gdansk",17
5615,Komisariat 5616,"ul. Podgorna 62
43-945 Ostrowiec Swietokrzyski",17
5616,Komisariat 5617,"plac Radosna 10/54
42-769 Krakow",18
5617,Komisariat 5618,"plac Sowia 732
14-955 Konin",15
5618,Komisariat 5619,"aleja Storczykowa 33/13
75-167 Swidnik",26
5619,Komisariat 5620,"plac Skrajna 91
17-784 Chrzanow",17
5620,Komisariat 5621,"al. Lesna 83/37
45-734 Bielawa",14
5621,Komisariat 5622,"ul. Reymonta 10
06-217 Krotoszyn",21
5622,Komisariat 5623,"al. Czeresniowa 15/61
33-943 Kluczbork",16
5623,Komisariat 5624,"ul. Turystyczna 311
58-117 Bielawa",20
5624,Komisariat 5625,"plac Morelowa 96
71-161 Olkusz",25
5625,Komisariat 5626,"ulica Morcinka 74
25-676 Sroda Wielkopolska",24
5626,Komisariat 5627,"pl. Daleka 00
25-302 Biaogard",24
5627,Komisariat 5628,"ulica Kaliska 05/42
58-530 odz",20
5628,Komisariat 5629,"al. Makowa 48
29-907 Jawor",21
5629,Komisariat 5630,"aleja Olchowa 39/34
98-708 Leszno",18
5630,Komisariat 5631,"ul. Matejki 22
87-214 Zary",15
5631,Komisariat 5632,"aleja Skargi 294
78-665 Swinoujscie",17
5632,Komisariat 5633,"pl. Popieuszki 999
78-786 Zambrow",20
5633,Komisariat 5634,"ulica Bukowa 85
01-229 Ruda Slaska",12
5634,Komisariat 5635,"aleja Grunwaldzka 44
68-520 Kutno",22
5635,Komisariat 5636,"al. Wybickiego 37
92-062 Lublin",22
5636,Komisariat 5637,"al. Szmaragdowa 81
59-943 Swiebodzice",21
5637,Komisariat 5638,"al. Dabrowskiej 58/75
51-907 Wagrowiec",21
5638,Komisariat 5639,"ulica Gorna 28
81-022 Swidnik",21
5639,Komisariat 5640,"pl. Gogowa 88
14-223 omza",22
5640,Komisariat 5641,"al. Fabryczna 32
05-919 Sroda Wielkopolska",14
5641,Komisariat 5642,"ulica Osiedlowa 61/11
80-612 owicz",18
5642,Komisariat 5643,"plac Krancowa 817
61-420 Jaworzno",20
5643,Komisariat 5644,"al. Ponocna 43/32
54-707 Szczecin",17
5644,Komisariat 5645,"pl. Zielona 14
98-780 Gdansk",23
5645,Komisariat 5646,"aleja Puaskiego 891
24-312 Pruszkow",22
5646,Komisariat 5647,"al. Widokowa 92/34
16-910 Bielawa",25
5647,Komisariat 5648,"ulica Lwowska 54/82
37-023 Inowrocaw",23
5648,Komisariat 5649,"ul. Radosna 50
73-842 Grodzisk Mazowiecki",19
5649,Komisariat 5650,"ul. Plazowa 38/26
82-925 Piotrkow Trybunalski",15
5650,Komisariat 5651,"pl. Piaskowa 71/55
51-476 Mysowice",18
5651,Komisariat 5652,"ulica Jodowa 65
38-784 Koscierzyna",12
5652,Komisariat 5653,"al. Orzeszkowej 11/06
25-766 Lebork",24
5653,Komisariat 5654,"al. Jaworowa 23
77-908 Tychy",15
5654,Komisariat 5655,"ul. Krucza 58
18-581 Zywiec",11
5655,Komisariat 5656,"al. Rubinowa 89
26-373 Wabrzych",16
5656,Komisariat 5657,"plac Borowkowa 719
58-371 Sopot",19
5657,Komisariat 5658,"al. Nowowiejska 19/21
60-058 Sopot",22
5658,Komisariat 5659,"al. Sowia 57/94
85-619 Swidnica",20
5659,Komisariat 5660,"aleja Strazacka 93/37
79-285 Rybnik",19
5660,Komisariat 5661,"ul. Zielna 284
26-322 Przemysl",16
5661,Komisariat 5662,"aleja Sybirakow 27
89-315 Suwaki",22
5662,Komisariat 5663,"al. Jezynowa 02/32
25-314 Nowa Sol",25
5663,Komisariat 5664,"plac Lazurowa 177
75-119 Radom",21
5664,Komisariat 5665,"ulica Ogrodowa 64
94-580 Knurow",17
5665,Komisariat 5666,"aleja Warszawska 75
61-773 owicz",18
5666,Komisariat 5667,"aleja Brzechwy 50
57-043 Wielun",25
5667,Komisariat 5668,"al. Morelowa 92
29-204 Malbork",17
5668,Komisariat 5669,"al. Morska 05/69
31-309 aziska Gorne",21
5669,Komisariat 5670,"aleja Poziomkowa 277
19-274 Koscian",25
5670,Komisariat 5671,"ulica Rolnicza 52
40-052 Jastrzebie-Zdroj",31
5671,Komisariat 5672,"pl. Poniatowskiego 15
63-740 Swietochowice",15
5672,Komisariat 5673,"pl. Duga 319
58-866 Pia",19
5673,Komisariat 5674,"aleja Szmaragdowa 37/22
66-907 Kedzierzyn-Kozle",13
5674,Komisariat 5675,"plac Podmiejska 49
87-977 Puawy",21
5675,Komisariat 5676,"aleja Slaska 582
62-222 Ruda Slaska",12
5676,Komisariat 5677,"ul. Krotka 014
04-600 Tczew",23
5677,Komisariat 5678,"plac Maczka 76
24-089 Lubartow",25
5678,Komisariat 5679,"al. Kamienna 42
29-189 Koszalin",31
5679,Komisariat 5680,"al. Listopada 26
35-919 Polkowice",23
5680,Komisariat 5681,"ul. Dziakowa 87/64
42-750 Warszawa",22
5681,Komisariat 5682,"ul. Sciegiennego 02
03-497 Nowa Ruda",24
5682,Komisariat 5683,"aleja Kazimierza Wielkiego 60
27-782 Starachowice",23
5683,Komisariat 5684,"ulica Kreta 17
81-336 Tarnowskie Gory",24
5684,Komisariat 5685,"ul. Sonecznikowa 44/67
85-401 Lubon",21
5685,Komisariat 5686,"ulica Podgorna 12/50
78-194 Goleniow",17
5686,Komisariat 5687,"plac Wierzbowa 92
67-043 Nowy Targ",29
5687,Komisariat 5688,"pl. Cedrowa 56
35-094 Swinoujscie",21
5688,Komisariat 5689,"ul. Poudniowa 49
66-769 Ciechanow",19
5689,Komisariat 5690,"plac Tulipanowa 11
87-988 Nowy Targ",21
5690,Komisariat 5691,"ulica Gogowa 51
46-266 Wodzisaw Slaski",22
5691,Komisariat 5692,"aleja Miarki 03
05-784 Knurow",16
5692,Komisariat 5693,"aleja Owocowa 90
73-486 Myszkow",19
5693,Komisariat 5694,"al. Wodna 03/29
71-327 Koobrzeg",18
5694,Komisariat 5695,"aleja Srednia 37/31
39-909 Brzeg",17
5695,Komisariat 5696,"ulica Skadowa 52/03
64-199 Olkusz",24
5696,Komisariat 5697,"al. Gorska 950
15-772 Sochaczew",17
5697,Komisariat 5698,"aleja Cyprysowa 42
22-478 Oawa",20
5698,Komisariat 5699,"aleja Reymonta 485
08-190 Tarnowskie Gory",22
5699,Komisariat 5700,"plac Kazimierza Wielkiego 34/84
09-792 Bochnia",18
5700,Komisariat 5701,"ul. Polna 47/72
27-970 Biaa Podlaska",20
5701,Komisariat 5702,"al. Dabrowskiej 728
31-574 Dzierzoniow",21
5702,Komisariat 5703,"ul. Lelewela 17/53
74-153 owicz",22
5703,Komisariat 5704,"ul. Jastrzebia 84/04
79-550 Debica",19
5704,Komisariat 5705,"al. Konstytucji 3 Maja 94
13-078 Sandomierz",12
5705,Komisariat 5706,"pl. Orla 59
80-329 Turek",13
5706,Komisariat 5707,"aleja Ponocna 261
40-627 Stalowa Wola",17
5707,Komisariat 5708,"pl. Sawickiej 020
52-573 Swinoujscie",20
5708,Komisariat 5709,"ul. Morska 78
81-127 Bydgoszcz",22
5709,Komisariat 5710,"ul. akowa 10/69
63-958 Olsztyn",15
5710,Komisariat 5711,"aleja Bukowa 67/16
27-052 Ketrzyn",18
5711,Komisariat 5712,"pl. Wilcza 50
69-277 Swiecie",19
5712,Komisariat 5713,"ul. Wschodnia 38/51
01-728 Zory",20
5713,Komisariat 5714,"ulica Sosnowa 70
61-157 Ek",17
5714,Komisariat 5715,"plac Bema 00/42
54-123 Jarocin",14
5715,Komisariat 5716,"ulica Wyspianskiego 17/36
76-169 Suwaki",23
5716,Komisariat 5717,"al. Stycznia 20
06-145 Kielce",13
5717,Komisariat 5718,"ulica Jesionowa 038
55-543 Rzeszow",25
5718,Komisariat 5719,"al. Dojazdowa 08
69-663 Police",26
5719,Komisariat 5720,"pl. Mia 70/95
70-563 Zamosc",20
5720,Komisariat 5721,"al. Strzelecka 45/34
28-159 Konin",26
5721,Komisariat 5722,"ul. Stawowa 82/66
76-776 omza",20
5722,Komisariat 5723,"pl. Soneczna 90/13
81-706 Bielsk Podlaski",23
5723,Komisariat 5724,"al. Bydgoska 36/86
70-491 Siedlce",15
5724,Komisariat 5725,"al. Brzozowa 727
32-941 Brodnica",18
5725,Komisariat 5726,"pl. Ksiezycowa 59
45-997 Nowa Sol",17
5726,Komisariat 5727,"al. aczna 50/11
35-484 Lubartow",20
5727,Komisariat 5728,"al. Dugosza 87
65-510 Gdynia",18
5728,Komisariat 5729,"plac Poniatowskiego 53/25
42-960 Kodzko",22
5729,Komisariat 5730,"al. Wczasowa 936
18-245 Tarnowskie Gory",13
5730,Komisariat 5731,"ul. Zachodnia 535
64-152 Kodzko",21
5731,Komisariat 5732,"pl. Rynek 159
88-063 Siemianowice Slaskie",11
5732,Komisariat 5733,"al. Daleka 75
62-010 Przemysl",24
5733,Komisariat 5734,"aleja Dugosza 21
70-314 Chrzanow",22
5734,Komisariat 5735,"ulica Sportowa 031
50-278 Bechatow",20
5735,Komisariat 5736,"ulica Wadysawa Jagiey 978
64-598 Augustow",19
5736,Komisariat 5737,"aleja Glowna 00
90-572 Sieradz",18
5737,Komisariat 5738,"ul. Wypoczynkowa 25
85-325 Sieradz",16
5738,Komisariat 5739,"al. Kaliska 929
62-171 Grodzisk Mazowiecki",25
5739,Komisariat 5740,"al. Szewska 28
24-630 Pia",15
5740,Komisariat 5741,"ulica Cegielniana 51
36-966 Iawa",15
5741,Komisariat 5742,"plac Konarskiego 62/00
79-082 Zielona Gora",12
5742,Komisariat 5743,"plac Borowkowa 54
55-225 Nowy Dwor Mazowiecki",19
5743,Komisariat 5744,"al. Makowa 30/04
03-127 Jarosaw",19
5744,Komisariat 5745,"ul. Kwiatowa 33
08-529 Ek",24
5745,Komisariat 5746,"aleja Gorna 60/53
20-708 Jelenia Gora",17
5746,Komisariat 5747,"aleja Koataja 29/93
91-181 Chem",20
5747,Komisariat 5748,"plac Chemonskiego 894
35-016 Ruda Slaska",19
5748,Komisariat 5749,"al. Wyspianskiego 73/76
04-788 Legnica",20
5749,Komisariat 5750,"al. Jesionowa 20/03
25-370 Tomaszow Mazowiecki",15
5750,Komisariat 5751,"ul. Sciegiennego 93/64
17-892 Tarnobrzeg",21
5751,Komisariat 5752,"plac Kalinowa 69
42-503 Koscierzyna",18
5752,Komisariat 5753,"aleja Rajska 502
11-664 Swidnik",19
5753,Komisariat 5754,"pl. Pocztowa 390
07-367 Szczecin",18
5754,Komisariat 5755,"al. Kasprowicza 11/21
24-094 Krasnik",24
5755,Komisariat 5756,"aleja Korczaka 92/53
65-455 Gniezno",19
5756,Komisariat 5757,"ulica Lelewela 94
03-196 Starachowice",23
5757,Komisariat 5758,"al. Sportowa 78/11
14-190 Krakow",15
5758,Komisariat 5759,"al. Poniatowskiego 053
27-772 Rybnik",16
5759,Komisariat 5760,"pl. Okrezna 141
85-798 Chem",24
5760,Komisariat 5761,"aleja Traugutta 14/16
35-864 Myszkow",24
5761,Komisariat 5762,"plac Nowa 932
63-170 Zawiercie",22
5762,Komisariat 5763,"plac Brzoskwiniowa 99
20-491 Ostroeka",27
5763,Komisariat 5764,"pl. Srodkowa 524
31-345 Augustow",21
5764,Komisariat 5765,"aleja Truskawkowa 91/30
11-793 Krakow",21
5765,Komisariat 5766,"pl. Kamienna 45
63-431 Gdansk",21
5766,Komisariat 5767,"plac Ponocna 99
08-552 Legnica",21
5767,Komisariat 5768,"al. Orzechowa 73
69-247 Nowa Ruda",23
5768,Komisariat 5769,"pl. Kolejowa 32
32-585 Rumia",15
5769,Komisariat 5770,"pl. Skadowa 05/01
07-973 Nowy Targ",15
5770,Komisariat 5771,"ulica Skrajna 788
77-077 Zgorzelec",19
5771,Komisariat 5772,"ulica Mynska 32
75-258 Siemianowice Slaskie",27
5772,Komisariat 5773,"aleja Wadysawa Jagiey 53/82
83-284 Kwidzyn",27
5773,Komisariat 5774,"plac Grunwaldzka 879
12-010 Chrzanow",26
5774,Komisariat 5775,"pl. Partyzantow 812
28-654 Sroda Wielkopolska",23
5775,Komisariat 5776,"plac Morelowa 703
46-463 Bolesawiec",18
5776,Komisariat 5777,"al. Nakowskiej 698
91-817 Zagan",24
5777,Komisariat 5778,"plac Wroblewskiego 89/09
98-810 Wocawek",18
5778,Komisariat 5779,"ul. Lazurowa 61/25
45-576 Grudziadz",19
5779,Komisariat 5780,"aleja Cegielniana 05
53-588 Lubliniec",16
5780,Komisariat 5781,"ulica Nadrzeczna 86
79-681 Pock",15
5781,Komisariat 5782,"plac Dugosza 194
71-431 Marki",23
5782,Komisariat 5783,"pl. Zeglarska 49
70-315 Chorzow",26
5783,Komisariat 5784,"ulica Sawickiej 043
28-635 Oswiecim",18
5784,Komisariat 5785,"ulica Strumykowa 88
64-252 Polkowice",23
5785,Komisariat 5786,"ul. Osiedlowa 44/54
13-574 Jelenia Gora",17
5786,Komisariat 5787,"pl. Graniczna 11/42
07-940 Bartoszyce",32
5787,Komisariat 5788,"aleja Kowalska 53/01
76-629 Olsztyn",18
5788,Komisariat 5789,"al. Spacerowa 33
56-081 Supsk",19
5789,Komisariat 5790,"al. Makuszynskiego 13/23
75-239 Poznan",21
5790,Komisariat 5791,"ulica Wierzbowa 381
34-368 Tomaszow Mazowiecki",17
5791,Komisariat 5792,"pl. Jastrzebia 161
07-314 Gogow",30
5792,Komisariat 5793,"plac Morelowa 483
58-379 Bielsk Podlaski",27
5793,Komisariat 5794,"ulica Widok 93/38
07-778 Sieradz",16
5794,Komisariat 5795,"ul. Dziakowa 522
20-726 Sosnowiec",27
5795,Komisariat 5796,"pl. Sokola 90
07-291 Polkowice",18
5796,Komisariat 5797,"aleja Kochanowskiego 81/48
09-508 Cieszyn",20
5797,Komisariat 5798,"ulica Orla 59/16
61-970 Swietochowice",19
5798,Komisariat 5799,"ulica Mazurska 70/45
10-758 Kutno",20
5799,Komisariat 5800,"al. Makuszynskiego 20
68-484 omza",23
5800,Komisariat 5801,"al. Jana III Sobieskiego 63/40
17-018 Konin",17
5801,Komisariat 5802,"aleja Soneczna 02
76-894 Lubartow",18
5802,Komisariat 5803,"al. Miarki 20/49
72-610 Czeladz",21
5803,Komisariat 5804,"pl. Szarych Szeregow 727
59-703 Jastrzebie-Zdroj",15
5804,Komisariat 5805,"ulica Rumiankowa 52
78-885 Ek",17
5805,Komisariat 5806,"ulica Sowianska 42/20
06-962 Otwock",17
5806,Komisariat 5807,"aleja Cyprysowa 54/35
27-952 Jarocin",15
5807,Komisariat 5808,"ulica Handlowa 06
60-043 Bechatow",24
5808,Komisariat 5809,"al. Pisudskiego 35/30
36-715 Otwock",16
5809,Komisariat 5810,"plac Krolewska 584
83-584 Jaso",24
5810,Komisariat 5811,"ul. Sybirakow 04/60
23-957 Zdunska Wola",13
5811,Komisariat 5812,"aleja Szpitalna 331
72-131 Gogow",22
5812,Komisariat 5813,"ulica Daleka 59
26-811 Lubliniec",23
5813,Komisariat 5814,"ulica Narcyzowa 10
31-091 Koszalin",14
5814,Komisariat 5815,"ulica Dolna 11
93-100 Koscierzyna",14
5815,Komisariat 5816,"pl. Skadowa 640
22-805 Tarnobrzeg",24
5816,Komisariat 5817,"ul. Rycerska 957
86-169 Chorzow",20
5817,Komisariat 5818,"plac Pocztowa 72
45-429 Piekary Slaskie",24
5818,Komisariat 5819,"ul. Wieniawskiego 970
74-905 Pruszcz Gdanski",12
5819,Komisariat 5820,"al. Witosa 11
48-484 Lebork",14
5820,Komisariat 5821,"al. anowa 47
84-006 Zary",13
5821,Komisariat 5822,"pl. Sarnia 879
35-591 Opole",17
5822,Komisariat 5823,"ulica Spokojna 90
97-867 Bielsk Podlaski",20
5823,Komisariat 5824,"plac Listopada 36/58
46-451 Swidnik",16
5824,Komisariat 5825,"ulica Cyprysowa 80
84-218 Sandomierz",17
5825,Komisariat 5826,"pl. Topolowa 718
69-678 Tarnow",26
5826,Komisariat 5827,"al. Maczka 44/55
71-861 Malbork",23
5827,Komisariat 5828,"plac Radosna 28/25
55-509 Lebork",20
5828,Komisariat 5829,"aleja Cedrowa 28
43-304 Zgierz",22
5829,Komisariat 5830,"plac Kusocinskiego 27/14
59-928 Jastrzebie-Zdroj",10
5830,Komisariat 5831,"ul. Wiazowa 03
82-830 Jawor",17
5831,Komisariat 5832,"plac Koralowa 18
35-388 Tomaszow Mazowiecki",18
5832,Komisariat 5833,"al. Srebrna 99
21-786 Starogard Gdanski",26
5833,Komisariat 5834,"pl. Bursztynowa 85
17-826 Augustow",26
5834,Komisariat 5835,"ulica Towarowa 90
81-067 Gorzow Wielkopolski",30
5835,Komisariat 5836,"plac Owocowa 834
47-883 Woomin",19
5836,Komisariat 5837,"ul. Szczesliwa 23/36
50-337 Srem",25
5837,Komisariat 5838,"ul. Witosa 50
53-080 Olsztyn",19
5838,Komisariat 5839,"ulica Promienna 67/22
66-747 Katowice",14
5839,Komisariat 5840,"al. Piekna 62/57
36-747 Kutno",30
5840,Komisariat 5841,"plac Lubelska 286
37-698 Dzierzoniow",15
5841,Komisariat 5842,"ulica Szkolna 164
23-058 Jastrzebie-Zdroj",22
5842,Komisariat 5843,"al. Odrzanska 524
90-416 Piaseczno",18
5843,Komisariat 5844,"al. Waska 16
56-494 Grodzisk Mazowiecki",14
5844,Komisariat 5845,"aleja Graniczna 52/21
06-738 Bielsk Podlaski",25
5845,Komisariat 5846,"aleja Dabrowskiego 705
05-182 Zdunska Wola",24
5846,Komisariat 5847,"plac Nowowiejska 89
58-628 Pszczyna",18
5847,Komisariat 5848,"pl. Armii Krajowej 31
91-901 Lubartow",21
5848,Komisariat 5849,"pl. Partyzantow 882
74-434 Tarnow",21
5849,Komisariat 5850,"plac Miodowa 28/49
37-068 Otwock",16
5850,Komisariat 5851,"ulica Zrodlana 28/44
94-369 Sandomierz",31
5851,Komisariat 5852,"pl. Sportowa 51
85-712 Debica",13
5852,Komisariat 5853,"ul. Starowiejska 551
40-197 Czechowice-Dziedzice",20
5853,Komisariat 5854,"pl. Cicha 02
92-300 Wabrzych",15
5854,Komisariat 5855,"pl. Magnoliowa 191
85-380 Poznan",24
5855,Komisariat 5856,"al. Stolarska 40
37-553 Lubon",17
5856,Komisariat 5857,"ul. Miosza 75/71
52-874 Grudziadz",20
5857,Komisariat 5858,"al. Kielecka 11
84-045 Lublin",20
5858,Komisariat 5859,"ul. Lwowska 59
32-253 Siedlce",24
5859,Komisariat 5860,"aleja Wiazowa 05/76
23-966 Sroda Wielkopolska",18
5860,Komisariat 5861,"aleja Zdrojowa 16/72
58-064 Dzierzoniow",27
5861,Komisariat 5862,"pl. Dziakowa 78/12
88-176 Grodzisk Mazowiecki",16
5862,Komisariat 5863,"aleja Kilinskiego 506
03-194 Tychy",24
5863,Komisariat 5864,"aleja Sybirakow 75/43
12-101 Jelenia Gora",32
5864,Komisariat 5865,"aleja Zaciszna 30
14-977 Torun",18
5865,Komisariat 5866,"ulica Poznanska 89
93-209 Zdunska Wola",19
5866,Komisariat 5867,"ulica Jana III Sobieskiego 462
61-274 Zgierz",20
5867,Komisariat 5868,"aleja Modrzewiowa 839
35-242 Tczew",18
5868,Komisariat 5869,"al. Kowalska 472
79-966 Sandomierz",24
5869,Komisariat 5870,"aleja Grabowa 725
78-238 Tarnowskie Gory",14
5870,Komisariat 5871,"ul. Letniskowa 785
43-049 Oawa",21
5871,Komisariat 5872,"al. Sosnowa 37/95
15-929 Zory",20
5872,Komisariat 5873,"aleja Mynska 48/31
07-816 Krotoszyn",13
5873,Komisariat 5874,"ul. Nadbrzezna 98/90
75-856 Zabki",21
5874,Komisariat 5875,"pl. Sienkiewicza 306
42-004 Wielun",13
5875,Komisariat 5876,"ulica Sowicza 52/99
43-463 Zyrardow",16
5876,Komisariat 5877,"al. Wolnosci 77/14
84-032 Gliwice",21
5877,Komisariat 5878,"aleja Mynarska 20/59
57-264 Mikoow",18
5878,Komisariat 5879,"ulica Wolnosci 550
92-437 Wrzesnia",8
5879,Komisariat 5880,"plac Wojska Polskiego 88
20-276 Grudziadz",12
5880,Komisariat 5881,"plac Wodna 61
26-030 Wrzesnia",22
5881,Komisariat 5882,"ulica Zrodlana 25/50
82-048 Jelenia Gora",24
5882,Komisariat 5883,"ulica Rycerska 16
32-509 Legnica",15
5883,Komisariat 5884,"plac Mia 98
44-528 Biaogard",29
5884,Komisariat 5885,"ulica Starowiejska 99/16
20-771 Brzeg",25
5885,Komisariat 5886,"plac Borowkowa 45
70-383 Rumia",21
5886,Komisariat 5887,"pl. Wesoa 053
69-112 Przemysl",16
5887,Komisariat 5888,"ul. Pisudskiego 035
55-258 Swietochowice",19
5888,Komisariat 5889,"ul. Kossaka 74
54-035 Knurow",23
5889,Komisariat 5890,"ul. Piekna 06
90-796 Zagan",28
5890,Komisariat 5891,"plac Kalinowa 13/79
48-884 Oswiecim",22
5891,Komisariat 5892,"al. Jodowa 30/24
45-062 Krasnik",17
5892,Komisariat 5893,"pl. Zurawia 90/26
17-565 Koo",13
5893,Komisariat 5894,"ul. Rycerska 90
70-226 Elblag",19
5894,Komisariat 5895,"plac Bankowa 06/51
95-425 Sochaczew",18
5895,Komisariat 5896,"ulica Lawendowa 615
03-944 Piastow",29
5896,Komisariat 5897,"al. Kruczkowskiego 526
04-630 Gliwice",16
5897,Komisariat 5898,"plac Warszawska 92/42
24-438 Swidnik",23
5898,Komisariat 5899,"pl. Dugosza 762
18-777 Olkusz",15
5899,Komisariat 5900,"plac Maczka 375
39-389 Jawor",24
5900,Komisariat 5901,"al. Dabrowskiej 46
06-977 Biaogard",23
5901,Komisariat 5902,"aleja Wisniowa 28/41
90-142 Ek",23
5902,Komisariat 5903,"ul. Osiedlowa 680
82-783 Kielce",21
5903,Komisariat 5904,"pl. Sowia 881
34-327 Bochnia",21
5904,Komisariat 5905,"al. Jagodowa 86
70-934 Olsztyn",27
5905,Komisariat 5906,"plac Wojska Polskiego 81/88
56-834 Bielsk Podlaski",19
5906,Komisariat 5907,"ulica Zrodlana 94/01
72-436 Goleniow",18
5907,Komisariat 5908,"al. Kolorowa 732
73-406 Tarnow",21
5908,Komisariat 5909,"ul. Matejki 51
26-243 Swidnik",11
5909,Komisariat 5910,"ulica Waowa 83/42
40-251 Siemianowice Slaskie",20
5910,Komisariat 5911,"ul. Perowa 65
02-880 Czechowice-Dziedzice",21
5911,Komisariat 5912,"al. Wislana 108
98-696 Mielec",18
5912,Komisariat 5913,"aleja Zeromskiego 81/91
48-831 Lebork",26
5913,Komisariat 5914,"aleja Gajowa 96
97-864 Jaworzno",20
5914,Komisariat 5915,"plac Urocza 61/47
04-510 Krotoszyn",26
5915,Komisariat 5916,"ul. Gorska 55/14
28-976 omza",20
5916,Komisariat 5917,"ulica Pomorska 96
55-929 Nowy Dwor Mazowiecki",29
5917,Komisariat 5918,"pl. Stroma 74/66
01-112 Swietochowice",25
5918,Komisariat 5919,"plac Tulipanowa 96/33
56-892 Lebork",21
5919,Komisariat 5920,"al. Sowicza 834
97-267 Mysowice",12
5920,Komisariat 5921,"plac Fabryczna 66/61
46-062 Otwock",26
5921,Komisariat 5922,"plac Towarowa 53
64-576 Minsk Mazowiecki",21
5922,Komisariat 5923,"plac Cicha 55/38
26-249 Sopot",16
5923,Komisariat 5924,"ul. Duga 47
44-677 Piotrkow Trybunalski",18
5924,Komisariat 5925,"ulica Batalionow Chopskich 43/53
36-833 Brodnica",25
5925,Komisariat 5926,"ul. Diamentowa 78
23-564 Pruszkow",15
5926,Komisariat 5927,"pl. Brzechwy 34/27
42-854 ukow",17
5927,Komisariat 5928,"aleja Sarnia 993
11-711 Ostrowiec Swietokrzyski",27
5928,Komisariat 5929,"pl. Dobra 03
79-696 Kielce",20
5929,Komisariat 5930,"ulica Jaboniowa 91/13
87-515 Mysowice",23
5930,Komisariat 5931,"aleja Spacerowa 121
06-400 Olkusz",14
5931,Komisariat 5932,"ul. Wrocawska 372
18-317 Bechatow",15
5932,Komisariat 5933,"aleja Sportowa 15/59
85-165 Koscierzyna",24
5933,Komisariat 5934,"ulica Rycerska 13/89
08-259 Tomaszow Mazowiecki",9
5934,Komisariat 5935,"ul. Zabia 907
30-915 Ostrowiec Swietokrzyski",24
5935,Komisariat 5936,"ul. Kolejowa 26
97-189 Ciechanow",16
5936,Komisariat 5937,"plac Piekna 40
81-857 Kwidzyn",19
5937,Komisariat 5938,"plac Magnoliowa 166
82-724 Zagan",17
5938,Komisariat 5939,"pl. Niepodlegosci 80/35
84-488 Siemianowice Slaskie",17
5939,Komisariat 5940,"al. Zacisze 943
31-537 Swidnik",16
5940,Komisariat 5941,"pl. Letnia 44
12-865 Jarosaw",17
5941,Komisariat 5942,"plac Kopernika 593
65-738 Tychy",21
5942,Komisariat 5943,"plac Poniatowskiego 56
79-706 Wejherowo",13
5943,Komisariat 5944,"ul. Bydgoska 23
94-116 Kodzko",17
5944,Komisariat 5945,"pl. Plazowa 949
13-999 Swinoujscie",21
5945,Komisariat 5946,"aleja Strzelecka 34
66-109 Elblag",21
5946,Komisariat 5947,"aleja Lazurowa 937
26-827 Koscierzyna",22
5947,Komisariat 5948,"plac Sarnia 675
32-923 Sosnowiec",14
5948,Komisariat 5949,"pl. Wiejska 04
45-813 Gdansk",17
5949,Komisariat 5950,"aleja Ciasna 873
92-906 Piekary Slaskie",23
5950,Komisariat 5951,"aleja Staffa 356
67-670 Grudziadz",24
5951,Komisariat 5952,"ulica Zwirki i Wigury 21
49-957 Police",28
5952,Komisariat 5953,"al. Rzeczna 91
84-924 Zawiercie",14
5953,Komisariat 5954,"ulica Pocztowa 087
72-044 Ostroeka",25
5954,Komisariat 5955,"al. Gdanska 46/03
60-345 Knurow",17
5955,Komisariat 5956,"al. Sawickiej 05
05-986 Zambrow",20
5956,Komisariat 5957,"al. Zwirki i Wigury 50/51
88-218 Radomsko",19
5957,Komisariat 5958,"aleja Zurawia 23
98-830 Nysa",15
5958,Komisariat 5959,"pl. Jana Sobieskiego 43
58-008 Tarnowskie Gory",19
5959,Komisariat 5960,"al. Maja 85
01-080 Elblag",17
5960,Komisariat 5961,"pl. Kolejowa 76/98
76-614 Debica",22
5961,Komisariat 5962,"pl. Sosnowa 993
47-536 Marki",20
5962,Komisariat 5963,"ul. Jarzebinowa 54
06-385 Oawa",27
